Name,Supplier ID,Phone,Address,Email Address,Group
Waves Engineering,11676,+974 4443 0780,P.O Box: 37312,purchase@wavesengineering.com,10
Modern Home,11677,+974 4425 7568,P.O.Box: 615,EMhitti@darwishholding.com,10
Al-Azad Transportation,11678,+974 5555 3844,P.O.Box: 96798,alazdtransport@hotmail.com,10
Rare Distribution Qatar,11679,+974 4038 7946,P.O.Box: 19102,info@reredist.com,10
Tivoli Projects,11680,+974 4021 2000,P.O.Box: 3633,info@tivoli.com.qa,10
MAG General Trading LLC,11681,+974 3158 6804,-,m.adnanghani@maggulf.com,10
That's Living,11682,+974 4012 9777,-,inquire@thatsliving.com,10
The Humidor,11683,+974 7737 7776,PO Box :123,felipe@thehumidorqatar.com,10
Al Rahi,11684,+974 3000 4890,-,info@alrahi-furniture.com,10
Al Emadi Enterprises,11685,+974 4466 6625,P.O.Box: 3890,alemadi@alemadi.com.qa,10
Domasco,11686,+974 4424 6800,P.O.Box: 1427,domasco@domasco.com.qa,10
Chesneys,11687,+44 20 7627 1410,194-200 Battersea Park Road,chris.bevan@chesneys.co.uk,10
Al-Kashaf International,11688,+974 4414 7729,P.O.Box: 24693,info@alkashafqatar.com,10
Vixen International Trading & Contracting Co.,11689,+974 4416 5187,-,info@vixenint.com,10
Home Centre WLL,11690,+974 4428 9111,P.O.Box: 7199,Marouen.Mouldi@landmarkgroup.com,10
Lavignee Trading,11691,+974 3094 0436,P.O. Box: 6520,davidlangel@gmail.com,10
Fitworth Trading & Contracting WLL,11692,+974 4416 1251,P.O.Box: 55621,sales@fitworthgroup.com,10
Alaska Cleaning Centre,11693,+974 4466 5590,P.O.Box: 10111,sales@alaskaqatar.com,10
Jubilant Energy Generator,11694,+974 5561 1414,P.O. Box: 31375,,10
Alrais Trading Est.,11695,+974 4019 5330,P.O.Box: 4117,info@rais.qa,10
Aruva Distributions & Trading,11696,+974 4001 3490,P.O.Box: 12617,sales@aruvadistributions.com,10
Al-Maaref International Trading Co.,11697,+974 4491 0333,P.O. Box: 12958,almaarefintl@qatar.net.qa,10
Spring International Trad. & Cont. W.L.L.,11698,+974 4037 7789,P.O.Box: 2787,sales@springinternationalqatar.com,10
Chabros Trading Co. WLL,11699,+974 4450 0909,P.O.Box: 40815,doha@chabros.com,10
White Magic,11700,+974 5511 2172,P.O.Box: 90745,roy@whitemagic.qa,10
Al Buhaara Trading and Contracting,11701,+974 6682 7711,-,albuhaara77@gmail.com,10
Tawrid Qatar WLL,11702,+974 4441 8750,P.O.Box: 3082,info@tawridqatar.net,10
Al-Mansoor Consulting Engineering,11703,+974 5020 3909,P.O.Box: 36036,,10
Forma Build Trading,11704,+974 5206 2220,P.O.Box: 9354,sm@formabuildtrading.com,10
Hot Shot,11705,+974 4465 7215,P.O Box 17945,sportstrading@hotshotqatar.com,10
CESCO,11706,+974 4465 5581,P.O.Box:24105,cesco@cesco.com.qa,10
Lulu Rayyan,11707,+974 44800161,P.O.Box:20075,info@lulurayyan.com,10
Qatar Automobiles Company,11708,+974 5115 0155,P.O.Box: 1290,mdebanda@nbks.com,10
Al-Aqssa Agricultural Co.,11709,+974 7448 1732,P.O.Box: 12726,Sales@aqssa-agri.com,10
Jaypee Electricals Trading WLL,11710,+974 4476 3615,P.O.Box: 35108,sales@jaypeelectricals.com,10
Automax Trading,11711,+974 7024 8000,-,jasim@automaxqatar.com,10
Marina Platforms Qatar,11712,+974 4432 3246,P.O.Box: 47154,qatar@marinaplt.com,10
Aqfal Trading & Services Co. WLL,11713,+974 4435 8642,P.O.Box: 80115,sathyancheriyan@aqfalqatar.com,10
Beamed Trading WLL,11714,+974 4412 6795,P. O Box: 207014,sales@beamedtrading.com,10
Fontana Fountains,11715,+30 210 6202521,"14Km Athens-Lamia Highway, 145 64 Kifisia",d.chornos@fontanafountains.com,10
Golf International Company Hydroturf,11716,+974 4458 1241,P.O.Box: 39355,office@gich.qa,10
Open Haarden Centrum Breda BV,11717,+31 76 522 62 00,"Spinveld 31, 4815 HR BReda",info@openhaardencentrumbreda.nl,10
Inovec trading,11718,+974 4468 7067,P.O. Box: 23853,info@inovec.qa,10
Globelink West Star Shipping W.L.L.,11719,+974 4413 9333,P.O.Box: 35233,nawaz.ahmed@glweststardoha.com,10
Al Shabeeb Surveying W.L.L,11720,,P.O. Box: 5077,survey@alshabeeb.com.qa,10
ECU-LINE DOHA W.L.L.,11721,+974 4443 8491,P.O.Box: 24064,JosephLouise@ecuworldwide.com,10
Alcat Heavy Equipment parts & Services,11722,+974 4450 0501,P.O.Box: 22776,-,10
Tech Hans,11723,+974 4435 6816,P.O.Box: 12985,mail@techhans.com,10
Crystal Palace,11724,+974 4486 4124,P.O.Box: 39025,ashraf@cplighting.net,10
Fine Art Qatar,11725,+974 4488 3530,Place Vendome Mall 2nd floor,info@fineartqatar.com,10
The Splash Lab,11726,+44 161 482 7000,34 Meadow Industrial Estate,info.uk@thesplashlab.com,10
BUREAU OF ENGINEERING STUDIES,11727,+974 4441 7883,PO.Box 8201,,10
QATAR OILFIELD SUPPLY CENTRE W.L.L.,11728,+974 4460 6547,P.O. Box : 15795,qosc@qatar.net.qa,10
Doha Clean Line Design,11729,+974 6660 8448,,alnaimi2022@gmail.com,10
Al Safina Al Khaleejia Trading & Contracting WLL,11730,+974 4475 8467,P.O.Box: 105041,safina.contractors@outlook.com,10
Qatar Insulation Factory,11731,+974 4458 2326,P.O.Box: 33045,sales@qatar-insulation.com,10
Nay Trading Co. W.L.L.,11732,+974 4009 8989,"Area 91,  StreetNo.3086 Birkat Al Awamer",info@naytrading@gmail.com,10
Al Maktab Al Qatari Hollandi W.L.L.,11733,+974 4005 2888,P.O.Box 6937,administration@hollandi.com,10
Queen Airconditioning Ref. & Trading W.L.L.,11734,+974 5584 4213,P.O.Box: 19745,info@queenaircon.com,10
Wurth,11735,+974 4431 0161,P.O.Box: 10835,rami.d@wurthgulf-qatar.com,10
Royal Hospitality Co. W.L.L.,11736,+974 4464 1981,P.O.Box: 82905,Enquiry@royalhospitality.net,10
Ellora Group WLL,11737,"+974 3111 5909,",PO Box No.13873,sales1@elloragroupwll.com,10
Spa Vision Ltd.,11738,+44 (0)1225 744450,Pickwick Road Corsham,karin@spavision.com,10
MK Information Systems,11739,+974 4468 6383,P.O.Box No. 39033,admin@mkinfosys.net,10
Umm Nasser Center,11740,+974  3344 4419,"9CQP+8X4, Alnuaimi Area",,10
LED World Trading W.L.L.,11741,+974 5508 9801,P.O.Box: 3232,prakash.m@ledworld-me.com,10
Qatar Air Distribution Network,11742,+974 4450 3602,P.O.Box: 40852,info@qadnet.com,10
Shift Rubber Industries,11743,+974 4467 8841,P.O.Box: 1853,shiftrubbersales@shift.qa,10
Lacasa Qatar WLL,11744,+974 4491 6234,"9th floor, Al-Qassar Tower, Majlis Al Taawon St",grace.pabroquez@lacasa.qa,10
The Royal Light,11745,+974 4412 3672,"Shop No. 42-44, Building No.03 Barwa Village",info@theroyallight.com,10
Arabian Engineers Consultants,11746,+974 4477 7932,P.O.Box: 7151,aecdoha@hotmail.com,10
Qatar Modern Instruments & Controls Co. WLL,11747,+974 4443 2326,P.O.Box: 6429,info@qmcontrols.com,10
Dewchem Trading & Contracting WLL,11748,+974 4498 8032,P.O.Box: 30675,info@dewchem.com,10
Techno Guard,11749,+974 4444 3300,P.O.Box: 18386,info@tgqatar.com,10
MLM Qatar Microlab Medical,11750,+974 4480 4149,P.O.Box: 6503,sales@mlmqatar.com,10
Qatar Geotechnical & Environmental W.L.L,11751,+974 4406-3777,PO Box 1277,h.kailani@qgec.net,10
KINGSMAN TRADING,11752,+974 4418 5424,PO Box 90685,team@kmtrading.qa,10
INTEGRAL VENDING SOLUTION WLL,11753,+974 4466 0588,PO Box 23385,sales@ivendqatar.com,10
Conserve Green Building and MEP Solutions W.L.L,11755,+974 44427968,P O Box: 31718,info@conservesolution.com,10
THASAAMAH TECHNOLOGY,11756,4478 9683,P.O.Box: 20527,info@thasaamahtechnology.com,10
INTEGRAL SERVICES,11757,44621331,P.O. Box 18759,integral@qatar.net.qa,10
INTHRA HOTELS & RESTAURANT SUPPLIES,11758,+974 4434 0248,P.O.BOX: 22403,sales3@inthra.com,10
Al Rayes Laundry Equipment & Accessories W.L.L .,11759,+974 4451 0993,P.O.BOX: 3312,sro3@arle-qa.com,10
SUHAIL INDUSTRIAL HOLDING GROUP,11760,+974 4427 5552,P.O.Box: 8839,sales@suhailindustries.com,10
AL SAMAHA HOTEL EQUIPMENT TRADING AND HOSPITALITY,11761,+974 50573939,P.O. Box 38388,info@alsamahahotelsupplies.com,10
Al Rafa Global Trading & Contracting,11762,+974 55856403,,operations@alrafatnc.com,10
ZEAL PLANT HIRE & TRADING,11763,+974 5077 7096,P.O.BOX 35175,sales@zealplanthire.com,10
WELTECH VISION TRADING CO. WLL,11764,+974 4436 1268,P.O. BOX 15730,sales@weltechtrading.com,10
Chimera Solutions Trading W.L.L,11765,+974 4444 0428,P.O. BOX 214164,info@chimerasol.com,10
Pledge const & trading agencies,11766,+974 4415 5175,P.O. BOX 38495,info@pledgect.com,10
DELUXE TRADING & SERVICES WLL,11767,+974 4432 4925,P.O. BOX 16041,trading@dlxgroup.com,10
KHALID AL-ATTIYA LEGAL CONS & ATTY,11768,+974 4436 4447/8,P.O. BOX 9228,info@alattiya-legal.com,10
Al Hussaini Enterprises W.L.L,11769,+974 66203754,P.O BOX 16262,info@alhenterprises.org,30
Blue Crescent Engineering Trading & Cont. WLL,11770,+974 4463 5250,"9th Floor, Tower 3, Gate Mall, Doha, Qatar",info@bcrescent.com,10
Al Bayt Furniture,11771,+974 4000 1777,P.C BOX: 33157,sales@albaytfurniture.com,30
Fahad Bin Abdulla Readymix,11772,+974 4450 0993,P.O BOX: 5013,mai.sultan@fbaind.com.qa,30
NEW WARE COMPUTER SERVICES CO.,11773,-10249,P.O. BOX 40764,info@new-ware.com,10
NEW PRODUCTS PLASTIC FACTORY-NEWPRO WLL,11774,+974 4431 7793,PO.BOX:  5803,info@newpro.com,10
TEYSEER INDUSTRIAL SUPPLIES & SERVICES CO. WLL,11775,+974 4458 5454,P.O. BOX 40523,ftc@tissco-qatar.com,10
BLASLINE TRADING & CONTRACTING WLL,11776,+974 44670313,P.O. BOX 31625,sales@blastlineqatar.com,10
Computer Mart Trading,11777,+974 3331 4667,"Doha, Qatar",info@cmtqatar.com,10
Eng. Adnan Saffarini Office (Architects & Engrng),11778,+974 444 79531,P.O. BOX 3674,info@adnansaffarini.com,10
Gulf Crown Furniture & Services WLL,11779,+974 4466 0142,P.O. Box No 209246,asgar@gulf-crown.com,10
Shalimar Trading and Transport Co. WLL,11780,+974 44363631,P.O. BOX: 63485,info@shalimartransport.com,10
Arabian Trading Agencies Comapny W.L.L.,11781,+974 3377 7654,P.O.Box 10835,rami.d@wurthgulf-qatar.com,10
Bitumode Qatar Waterproofing,11782,+974 4444 2717,P.O. Box: 39199,info@bitumodeqatar.com,10
Trade House Qatar Co. WLL,11783,+974 40075757,P.O. BOX: 22108,tradehouse@qatar.net.qa,10
Fahad Bin Abdulla Precast Factory,11784,+974 4427-7482,P.O Box: 5013,varghese.thomas@fbaprecast.com.qa,10
AFFORDABLE TRADING CO. WLL,11785,+974 44114349,P.O. BOX 90777,sales.affordabletrading@gmail.com,10
BIN ARBAID TRANSPORTATION & EQUIPMENT WLL,11786,+974 44720908,P.O. BOX 60072,trans@binarbaid.com,10
Aysel Trading & Contracting Co. WLL,11787,+974 44 67 85 87,P.O. Box: 37110,,10
THREE LINES SHIPPING & LOGISTIC WLL,11788,+974 44665660,P.O. BOX: 201753,bd10@threelineshipping.com,10
AL-SHARK SANITARY WARE CO. BUILD. MAT. & ELEC.,11789,+974 44443663,P.O. BOX: 4595,shark4595@yahoo.com,10
METEK TRADING COMPANY WLL,11790,+974 44151403,P.O. BOX: 82158,sales@metekco.com,10
DARA  AL WATAN INSPECTION SERVICES,11791,+974 44128590,P.O. BOX:2120,info@dawisqatar.com,10
Sharq Law Firm,11792,+974 4021 2444,P.O. Box 6997,info#sharqlawfirm.com,10
Plamixx Factory W.L.L.,11793,+974 4464 1889,P.O. BOX: 82925,info@plamixx.com,10
Grace Engineering & Technical Services W.L.L.,11794,+974 4432 2786,P.O. BOX: 35441,grace@gserv.com.qa,10
BEVERLY HILLS B TO B SOLUTIONS TECHNOLOGY,11795,+974 4021 0100,P.O. BOX: 15421,info@kbnholding.com,10
DTS SQUARE TECHNOLOGIES SYSTEM AND SERVICES,11796,+974 77814434,P.O. BOX: 2010,dilip@ctc-qatar.com,10
Laffan Refrigeration & A/C L.L.C,11797,+974 4442 1311,P.O. BOX: 13344,info@laffanref.com,10
AL-AWALIA,11798,+974 4401 6413,P.O Box 22095,sales@qpmc.qa,10
AL JABER ENGINEERING WLL,11799,+974 4040 9600,LUSAI CITY,info@jec.qa,10
Gulf Construction Machinery,11800,+974 3031 1950,"St 35, Gate 87, Industrial Area",mhadidi@gcmqatar.com,10
GULF WATER SOLUTION TRADING,11801,+974 7071 1749,Zone 38 St. 231 Bld. 83 Floor 4 Office 4,attalla@gwst-qa.com,10
TECHNOSAFE TRADING AND ENGINEERING WLL,11802,+974 4001 1623,P.O. BOX: 80326,info@technosafeqatar.com,10
OMC Ola Management Consultant,11803,,P.O.Box 23269,Info@olamanagement.com,10
Beverly Hills Plastic Factory WLL,11804,+974 44445571,P.O. BOX: 17442,info@beverlyhillsplasticfactory.com,10
Al Noor Plastic Factory,11805,+974 4417 8674,P.O. BOX: 96345,sales1@npf.qa,10
Jersey Manufacturing,11806,+974 4494 1300,P.O. BOX: 1038,notifications@jerseygroup.com,10
D GATE TRADING & CONTRACTING,11807,+974 40017300,"Barwa Village, Building No. 3 Shop No. 33",sales@dgateqatar.com,10
SUHAIL METAL CASTINGS FACTORY,11808,+974 4437 8715,P.O.BOX: 8839,rajan.samuel@suhailindustries.com,10
Conceptive Contracting W.l.l.,11809,+974 3086 5454,P.O. Box No. 32454,conceptiveqatar@gmail.com,10
AL-ENJAZAT TECHNICAL WORKS CO. WLL,11810,+974 4498 1071,P.O. BOX: 40062,alenjazath@gmail.com,10
DECO LUSSO INTERIOR DESIGN,11811,+974 4487 2046,P.O. BOX: 174,info@decolusso.com,10
Jalibat Al-Khair,11812,+974 7407 2707,Industrial Area Street No.125,,39
QUALITY HYDRAULICS & GENERAL TRADING WLL,11813,+974 4492 9759,P.O.BOX: 9130,qhqatar@gmail.com,10
Simla Trading Co. W.L.L,11814,+974 4441 3498,P.O. BOX: 30052,simlatrading@gmail.com,39
Qatar Insulation Company,11815,+974 44995077,P.O. Box: 7943,dipin.r@qinsulation.com,10
United Cooperation General Trading W.L.L,11816,+974 5584 2262,"Barwa Village, Building No 09",showroom@ucgtqatar.com,39
Group 5F for Middle East L.L.C,11817,+974 6613 7333,"Al Nassr Tower B , 20th Floor , office 01",info@group5fme.com,39
Popular Trading & Transport Co. WLL,11818,+974 6603 2622,P.O. BOX: 40518,,10
Danube Home Qatar,11819,+974 4001 1501,Salwa Road,care.qatar@dunabehome.com,10
San Marino Trading and Contracting,11820,+974 4437 2133,Barwa Villa Shop No. 37 Building No. 8,info@sanmarinoqatar.com,10
Boston Security Services,11821,+974 4458 4511,P.O. BOX:9611,info@bostonlinkservices.com,10
SKETCH ADVSERTISING WLL,11822,+974 4480 4367,Bin Mahmoud,sketchqtr@gmail.com,10
PROTECTOL TRADING WLL,11823,+974 7722 5982,"Building No. 10, Barwa Village, Shop No. 10",infoqatar@protectolhs.com,10
AL-SHAIBEH ESTABLISHMENT,11824,+974 4035 8111,P.O. BOX: 3975,info@alsqa.com,10
Acon Calibration and Instruments Trading,11825,+974 4436 3494,P.O. BOX: 12426,info@acitqatar.com,10
Influx Services and Trading,11826,+974 4475 8561,P.O. BOX: 23565,sales@influxst.com,10
METCO QATAR TRADING WLL,11827,+974 4443 7980,P.O. BOX: 8697,info@metcoqatar.com,10
Leminar Air Conditioning Industries Co. Qatar WLL,11828,+974 4450 2153,P.O. BOX: 3841,leminar@dyarco.com,10
Unique Art Trading & Contracting WLL,11829,+974 4404 7775,P.O. BOX: 20369,info@uniqueartqa.com,10
AUTO CLASS CARS,11830,+974 4040 1444,P.O. BOX: 1290,ashaji@nbks.com,10
Central Airconditioning Trading & Services Co.,11831,+974 4464 1923,P.O. BOX: 40688,cat@almalkigroup.net,10
"Casting Trading, Contracting & Services",11832,+974 4434 2695,P.O. BOX: 63963,,10
CABTECH TRADING & CONTRACTING WLL,11833,+974 4016 5144,P.O. BOX:91477,sales@cabtechqatar.com,10
Al Alia Trading & Transporting Services WLL,11834,+974 4462 1189,P.O. BOX: 31442,ahmadtaha478@gmail.com,10
Skyline Automotive,11835,+974 5025 0236,P.O. BOX: 37972,walid.bentoumia@skyline-qatar.com,39
Consort Trading L.L.C,11836,+974 4472 6075,,salman@consortme.com,39
Cal Power SRL,11837,+39 031 526 566,Via Acquanera 29 22100,admin@calpower.it,39
AHMADI INDUSTRIAL & ELECTRICAL EQUIPMENTS,11838,+974 4463 2574,P.O. BOX: 11182,equipment@ahmadiqatar.com,10
Highrise Trading and Contracting Wll,11839,+974 4456 8945,"Al Safwa Building, Barwa Commercial Avenue",info@highriseqatar.com,10
AFFIX,11840,+974 4416 1483,P.O. BOX: 30606,info@affixscaffolding.com,10
KHALIFA AL KUWARI AND SONS TRADING CO. WLL,11841,+974 4460 1904,P.O. BOX: 246,sales@ktcdoha.com,10
First Global Trading & Contracting,11842,+974 5544 4307,P.O. BOX: 37106,info@firstglobalqa.com,10
ASTRON Certification WLL,11843,+974 4488 5217,P.O. BOX:  32474,astron-qatar@astrongroup.com,10
Loons Group W.L.L,11844,+974 4481 5913,P.O.Box: 55279,design@loonsgroup.com,10
Contemporary Ceramics,11845,+974 4418 0609,P.O. BOX: 469,ceramicsqatar@gmail.com,10
FMA TRADING AND CONTRACTING,11846,+974 6644 4997,P.O. BOX: 96143,sales@fmaindustries.com,10
United Gulf Cement Company,11847,+974 4477 1300,P.O. BOX: 50295,qscit@ugcc.com.qa,10
"Al Jazira For Safety, Security & Cont. LLC",11848,+974 4460 2684,P.O. BOX: 7706,qsigns@outlook.com,10
CONFIDENT TECHNICAL SERVICES,11849,+974 5083 5178,P.O. BOX: 3193,cts@confidententerprises.com,10
Putz World Co. WLL,11850,+974 4451 7005,P.O. BOX: 80425,info@putzworld.com,10
Future Consultant Group,11851,+974 4006 1114,Office 20 - 2nd Floor Building No: 258,gm@fcg.qa,39
ASAS Construction Chemical Factory,11852,+974 4042 6501,P.O. Box: 40021,info@asas-ccf.com,10
QUALITY HYDRAULICS & GENERAL WLL,11853,+974 4492 9759,P.O. BOX: 9130,qhqatar@gmail.com,10
Microserve Data Recovery,11854,+974 4414 0888,"Al Rayyan Complex, Al Rayyan Road",info@dr.qa,39
PHOENIX SUPPLIES & SERVICES,11855,+974 4032 9896,P.O. BOX: 9228,info@phoenixproj.com,10
NASSER BIN KHALED HEAVY EQUIPMENT,11856,+974 4458 0138,P.O. BOX: 4888,heavyequipment@nbks.com,10
Connections Middle East,11857,+974 4012 3299,P.O. Box No. 5152,sales@connections-me.com,39
SEASHORE HYDRAULIC CENTER,11858,+974 4450 0891,"Gate No.83, Street No.15, Ind.Area - 57",info@hydraulics.qa,10
Guangdong Topfan International Logistics Co.,11859,+86 139 2397 2873,"RM 1902, Easey Comm. Buldg. Wanc Hai, Hong Kong",market@topfan.com.cn,10
"First Dhaka Trad., Cont., Cleaning & Hospitality",11860,,"Floor 3, Street: 220",firstdhakaqatar@gmail.com,39
UPM World Trading and Maintenance W.L.L,11861,+974 5133 7536,P.O. Box: 40419,qatar@upmworld.com,39
ALTAYEB ENTERPRISES,11862,+974 4443 1751,P.O. BOX: 8280,info@altayeb.com,10
AL MUTATAWER FACTORY FOR BUILDING MATERIALS,11863,+974 4460 0862,P.O. BOX:13310,office@monneli.com,10
ISS Global Forwarding W.L.L,11864,+974 44672123,P.O. BOX: 30286,prasanna.kumar@iss-gf.com,10
Shenzhen Chiva Industry Co. LTD,11865,+86 13590341541,"Ailian Stock Building, No. 2002, Longgang Avenue",sales7@chivastones.com,39
AL SAAD MECHANICAL SERVICES,11866,+974 33039653,STREET NO.642 INDUSTRIAL AREA,service@alsaadcars.com,10
JASHA SOLUTIONS WLL,11867,+974 4427 9696,P.O. BOX:31462,sales5@jashas.com,10
"H.P. INDUSTRIES WLL., QATAR",11868,+974 4443 3381,P.O. BOX: 37774,sales@hpiqatar.com,10
MARHABA ALKHALEEJ TRADING WLL,11869,+974 4468 4879,P.O. BOX:91652,Vijesh Marhaba Al Khaleej <vijesh@marhabaalkhaleej.com>,10
SMART LIGHT & CONTROL,11870,+974 4444 6644,P.O. BOX: 18056,info@smartlight.net,10
JNP TRADING,11871,+974 4492 9394,P.O. BOX:  20437,e.yaseen@jnpqatar.com,10
DIAPRO TRADING AND CONTRACTING,11872,+974 4435 0142,P.O. BOX: 23907,info@diapro.com,10
SELEX QATAR WLL,11873,+974 44902890,"Logistics business park,  Birkat Al Awameer, build",projectsqatar@selex.com,10
ANSAR GALLERY,11874,+974 4448 6000,BARWA COMM. AVE. INDST. AREA RD. ABU HAMOUR,outdoorsales@ag-qa.com,10
QATAR ENGINEERING LABORATORIES WLL,11875,+974 4451 5401,"Street 50, Gate 26, Doha Industrial Area",admin@qelqatar.com,10
GulfPearl Block and Tiles Factory,11876,+974 4460 6689,P.O. BOX: 24392,gulfpearlqatar@yahoo.com,39
VIGILANT TRADING & CONTRACTING WLL,11877,+974 4481 8868,P.O. BOX: 20758,bdm@vigilant.com.qa,10
Noor Al Khaleej Tyre Center,11878,+974 7063 9191,"Building 242, Street 10, Zone 57",nooralkhaleej1@gmail.com,39
Shandong Honest Machinery,11879,+86 1585 4770 934,"Room 205, Kangming Industrial Park, Taida Road",bin@honestmach.com,39
DIME MARINE SERVICES,11880,+974 44 43 93 97,P.O. BOX: 2051,sales5-qatar@dimemarine.com,10
TECHNOR INDUSTRIAL TRADE,11881,+974 4005 4776,P.O. BOX: 41200,info@technorglobal.com,10
IBA Machinery,11882,+974 40403535,P.O. BOX 15,logistics@iba.com.qa,10
ALSAM SAM TRADING & CONTRACTING WLL,11883,+974 4486 0403,P.O. BOX: 96960,samsamqatar@gmail.com,10
DAMOS TRADING & CONT. WLL,11884,+974 4414 1712,P.O. BOX: 201873,Damos.tc@hotmail.com,10
Trust Engineering Consultancy,11885,+974 4431 1235,P.O. Box: 47673,info@trustmgm.com,39
Quality Engineering & Trading W.L.L,11886,+974 4450 0701,,qesqatar@gmail.com,39
Rajasthan Building Materials / BR.W.L.L,1322,+974 4493 6164,P.O.Box: 40359,-,10
SMART HOUSE,17764,+974  44420654,P.O. Box 41140,info@smarthouseqatar.com,10
Al Attiya Motors and Trading Co.,17765,+974 4403 9444,P.O BOX: 2754, info@alattiyamotors.com,30
Desert Star Trading,17766,+974 7769 3957,P.O BOX: 200278,desertstar.qa@gmail.com,39
Obaikan Equipment & Service W.L.L,17767,+974 4458 1001,P.O BOX:4844,obaikan@obaikanes.com,39
Space Scape Trading W.L.L,17768,+974 4039 8004,P.O BOX: 24364,c.elchami@spacescape.me>,39
Ibn Firnas Trading & Contracting,17769,+974 4460 1304,P.O BOX: 4569,sales@iftc.me,39
Qatar Building Company (Heavy Equipment Division),17770,+974 4462 2517,Po Box 1985,hed@qbcqatar.com.qa,39
"Yiwu Xunhao Trading Co., Ltd",17771,+86 19987350504,"Add: Room 402, No 3 Lane 13, Lianyun Road,",,39
ARKAZ INVESTMENT,17772,+974 4413 9222,P.O. Box 5006,,10
"Belarte Contracting, Management and Design Develop",17773,+974 4475 7612,P.O. Box 23697,info@belarte-ardeco.com,39
Baynunah Laboratories,17774,+974 4467 0487,P.O. BOX: 40615,malkawih@baynunahlab.com,39
Siporex Block Factory,17775,+974 4432 7080,P.O. BOX: 82614,siporexqatar@aae.com.qa,39
Swiss Garage,17776,+974 5510 1036,P.O. BOX: 55720,,39
Qatar Aerated Concrete Industries Co. W.L.L.,17777,+974 4032 4132,P.O. Box No. 32076,sales.qatar@acicogroup.com,10
Oppein Home Group Inc.,17778,+86 20 36730249,Oppein Industrial Park,bosco@oppein.com,30
A AND B Gulf Contracting & Consultancy W.L.L,17779,+974  3156 3300,,info@anbgulf.com,39
Growth Empowerment Trading & Contracting W.L.L,17780,,P.O. BOX: 55892,,39
"Wenzhou Look Furniture CO.,LTD.",17781,+86 15057730985,"A-1801, trade union building, Baili West Road",marissa@cnedler.com,39
Bürotime Mobilya Sanayi Ve Tic. A.S.,17782,+ 90 332 239 00 17,Büyükkayacikosb Mahallesi,Merve.Oztas@burotime.com,39
End of S.T.A.Y. Automotive | Art Studio,17783,,Studio at 4221 Longwu Rd,rallyart91@126.com,39
Centre Testing International Corporation,17784,+86-571-2803 6907,"CTI Building, Xing Dong Community,",katherine.xiang@cti-cert.com,30
Water Wheel Projects,17785,+974 4443 7370,P.O. BOX: 11308,safwat@waterwheelprojects.com,39
Dynamic Design Engineering Consulting,17786,+974 6671 0417,Zone 40. St. 250,Info@dynamicdesignc.com,39
Finar Finishing and Architectural Supply Co.,17787,+974 4468 0788,P.O. BOX: 16097,sales@finarqatar.com,39
Ramtec Trading & Contracting,17788,,,,39
Hongkong Ezboatlift Marine Technology Co. Limited,17789,+86 189 2521 3836,UNIT 1406A 14/F,,10
Bureau Veritas Gözetim Hizmetleri Ltd. Sti.,17790,+90 5334734701,Pasco Plaza Altayçesme mah. Çamli sok,berkay.gulacti@bureauveritas.com,39
Arabia Pak Transportation W.L.L,17791,+974 5587 3238,P.O. BOX: 5101,arabiapaktransportation@gmail.com,39
Cash,19999,+974 4040 3535,P.O. Box: 15,Procurement@iba.com.qa,10
Roche Bobois,20243,,,,10
Al Dayaa,30101,,,,30
Al Doha-Schindler Elevators & Escalators W.L.L,30102,+974 4413 0015,P.O. Box: 22127,infoqatar@qa.schindler.com,30
Al Noor Engineering Co,30103,,,noorengineering@hotmail.com,30
Al-Asmakh Engineering,30104,,,,30
Bonyan Al-Fadil For Trading and Construction,30105,+974 4460 5554,P.O. Box: 22451,bonyanalfadil.co@gmail.com,30
Al-Mamoon Swimming Pool and Spa,30106,,,,30
Al-Moayyed International,30107,,,,30
Al-Rafee Enterprises W.L.L,30108,+974 4447 9543,P.O. Box: 31948,info@alrafeeenterprises.com,30
Al-Wazeeri Enterprises,30109,,,,30
Arena Waterproofing,30110,,,,30
Classic For Alum-Steel Decoration,30111,,,,30
Clepoatra Technology Co,30112,,,,30
Darwish Elevators,30113,,,otis-dec@qatar.net.qa,30
ETA - Electro Technical Associates,30114,,,reception@etamelco-elevator.net,30
Frijns Steel Construction Middle East,30115,,,,30
Gas Equipment and Service Co,30116,+974 4458 2693,P. O. Box: 12650,gasco@qatar.net.qa,30
GCC Construction Co.,30117,,,info@gulfcontracting.com,30
Hatif Qatar,30118,+974 4434 2919,P.O. Box: 32116,mail@hatefqatar.com,30
International Stainless Steel Co.,30119,,,,30
Kone Elevators LLC,30120,+974 4007 1000,P.O. Box: 37143,rohit.boni@kone.com,30
Lmehad Tech Metal Supply For Buildings,30121,+974 4472 1815,P.O. Box: 10689,amh_60@yahoo.com,30
Masa Access & Services WLL,30122,+974 4451 5531,P.O. Box: 24841,info@masaqatar.com,30
Mechatronics,30123,+974 4464 9172,P.O. Box: 37269,info@mechatronics.com.qa,10
Mount Everest Tradg. Co,30124,,,,30
Narang Projects,30125,+974 4493 6915,P.O. Box: 202183,srnarang@fsime.net,30
Nice Technical,30126,,,,30
Qatar GRC Co,30127,,,,30
Raymond Qatar Foundations,30128,,,elbably@osman.net,30
Regency Pools & Landscaping,30129,+974 4466 0012,P.O. Box: 22885,sales@regency-pool.com,30
Saied Al-Shabrawi,30130,,,,30
